iata_code,latitude_deg,longitude_deg,iso_region
BGA,7.1265,-73.1848,CO-SAN
NBB,3.490691,-69.808151,CO-GUA
BOG,4.70159,-74.1469,CO-DC
BAQ,10.8896,-74.7808,CO-ATL
BSC,6.20292,-77.3947,CO-CHO
BUN,3.81963,-76.9898,CO-VAC
CPB,8.632169,-77.350262,CO-CHO
CUC,7.92757,-72.5115,CO-NSA
COG,5.072007,-76.676373,CO-CHO
CTG,10.4424,-75.513,CO-BOL
CCO,4.56417,-71.3364,CO-MET
CLO,3.54322,-76.3816,CO-VAC
CIM,6.367484,-73.970658,CO-SAN
RAV,6.316404,-70.21137,CO-ARA
TCO,1.81442,-78.7492,CO-NAR
BHF,6.694817,-77.493643,CO-CHO
CUO,1.013822,-71.297343,CO-VAU
CAQ,7.96847,-75.1985,CO-ANT
CVE,9.40092,-75.6913,CO-SUC
CZU,9.33274,-75.2856,CO-SUC
EBG,7.59647,-74.8089,CO-ANT
ECR,2.449444444,-78.09416667,CO-NAR
EJA,7.02433,-73.8068,CO-SAN
FLA,1.58919,-75.5644,CO-CAQ
FDA,10.5333,-74.2,CO-MAG
LGT,4.550543,-70.925353,CO-VID
GIR,4.27624,-74.7967,CO-CUN
CRC,4.75818,-75.9557,CO-VAC
GPI,2.57013,-77.897969,CO-CAU
CPL,3.724293,-75.465785,CO-TOL
HTZ,6.153311,-71.761969,CO-CAS
IBE,4.42161,-75.1333,CO-TOL
IGO,7.677606,-76.683165,CO-ANT
LPE,5.4776,-70.4212,CO-VID
IPI,0.861946,-77.671783,CO-NAR
JUO,7.07181,-77.727117,CO-CHO
APO,7.81196,-76.7164,CO-ANT
LQM,-0.182278,-74.7708,CO-PUT
MCJ,11.2325,-72.4901,CO-LAG
LPD,-1.324882,-69.581294,CO-AMA
LET,-4.19355,-69.9432,CO-AMA
TBD,2.778569,-77.668045,CO-CAU
EOH,6.219686,-75.590597,CO-ANT
MFS,1.35,-71.9444,CO-GUV
MGN,9.28474,-74.8461,CO-BOL
MTB,7.97174,-75.4325,CO-COR
MMP,9.258348,-74.438393,CO-BOL
MTR,8.82374,-75.8258,CO-COR
MVP,1.25366,-70.2339,CO-VAU
MZL,5.0296,-75.4647,CO-CAL
LMC,2.17565,-73.78674,CO-MET
NCI,8.454429,-76.779326,CO-ANT
NQU,5.710348,-77.261868,CO-CHO
NVA,2.95015,-75.294,CO-HUI
OCV,8.31506,-73.3583,CO-NSA
ORC,4.79222,-71.3564,CO-CAS
OTU,7.010532,-74.715398,CO-ANT
RON,5.76454,-73.1054,CO-BOY
PCR,6.18472,-67.4932,CO-VID
PDA,3.85353,-67.9062,CO-GUA
PEI,4.81267,-75.7395,CO-RIS
PTX,1.85777,-76.0857,CO-HUI
PLT,9.8,-74.7833,CO-MAG
NAR,6.21002,-74.5906,CO-ANT
PPN,2.4544,-76.6093,CO-CAU
PAL,5.48361,-74.6574,CO-CUN
PBE,6.46034,-74.4105,CO-ANT
PSO,1.39625,-77.2915,CO-NAR
PVA,13.357461,-81.357977,CO-SAP
PZA,5.87615,-71.8866,CO-CAS
MQU,5.21256,-74.8836,CO-TOL
TCD,-2.895802,-69.749762,CO-AMA
MDE,6.16454,-75.4231,CO-ANT
RCH,11.5262,-72.926,CO-LAG
SNT,7.38322,-73.505402,CO-SAN
RVE,6.951868,-71.857179,CO-ARA
SJE,2.57969,-72.6394,CO-GUV
SSL,5.1309,-70.8682,CO-VID
SMR,11.1196,-74.2306,CO-MAG
SOX,5.67732,-72.9703,CO-BOY
ADZ,12.5836,-81.7112,CO-SAP
SRS,8.69,-75.156,CO-SUC
SVI,2.15217,-74.7663,CO-CAQ
TAU,5.01281,-72.7424,CO-CAS
TIB,8.63152,-72.7304,CO-NSA
TDA,5.43278,-71.6625,CO-CAS
TLU,9.50945,-75.5854,CO-SUC
TME,6.45108,-71.7603,CO-ARA
TQS,0.7459,-75.234,CO-CAQ
TRB,8.071878,-76.740124,CO-ANT
URI,3.2375,-74.347222,CO-MET
AUC,7.06888,-70.7369,CO-ARA
UIB,5.69076,-76.6412,CO-CHO
ULQ,4.08836,-76.2351,CO-VAC
URR,6.32883,-76.1425,CO-ANT
VGZ,0.978767,-76.6056,CO-PUT
PYA,5.93904,-74.457,CO-BOY
VUP,10.435,-73.2495,CO-CES
VVC,4.16787,-73.6138,CO-MET
AYG,1.54417,-73.9333,CO-CAQ
EYP,5.31911,-72.384,CO-CAS
MHW,-19.827,-63.960999,BO-H
SRE,-19.246835,-65.149611,BO-H
APB,-14.7356,-68.411903,BO-L
ASC,-15.933365,-63.155575,BO-S
BJO,-22.77330017,-64.31289673,BO-T
CAM,-20.00656,-63.527827,BO-S
CBB,-17.42110062,-66.17710114,BO-C
CIJ,-11.04039955,-68.78299713,BO-N
CEP,-16.142688,-62.026595,BO-S
SRZ,-17.81159973,-63.17150116,BO-S
GYA,-10.88856,-65.380955,BO-B
CCA,-16.976834,-65.145568,BO-C
BVK,-13.605556,-63.879444,BO-B
SJS,-17.830799,-60.743099,BO-S
SJB,-13.0528,-64.661697,BO-B
SJV,-16.2708,-62.470299,BO-S
LPB,-16.51329994,-68.19229889,BO-L
MGD,-13.26074838,-64.06076431,BO-B
ORU,-17.962601,-67.076202,BO-O
POI,-19.543331,-65.723734,BO-P
PUR,-11.107663,-67.551155,BO-N
PSZ,-18.975301,-57.820599,BO-S
SRD,-13.2639,-64.603897,BO-B
RBO,-18.328224,-59.765339,BO-S
RIB,-11.009355,-66.075468,BO-B
RBQ,-14.4279,-67.496803,BO-B
REY,-14.3044,-67.353401,BO-B
SBL,-13.76220036,-65.43520355,BO-B
SRJ,-14.8592,-66.737503,BO-B
SNG,-16.38719,-60.962318,BO-S
SNM,-14.9658,-65.6338,BO-B
SRB,-14.0662,-66.786797,BO-B
MQK,-16.339199,-58.401901,BO-S
TJA,-21.5557,-64.701302,BO-T
TDD,-14.8187,-64.917999,BO-B
UYU,-20.441304,-66.857553,BO-P
VAH,-18.4825,-64.099403,BO-S
VLM,-21.25519943,-63.4056015,BO-T
VVI,-17.6448,-63.135399,BO-S
BYC,-21.96089935,-63.65169907,BO-T
ABN,5.51272,-54.050098,SR-MA
AAJ,3.898681,-55.577907,SR-SI
TOT,5.86583,-56.327499,SR-CR
DRJ,4.111359,-54.672766,SR-SI
LDO,4.376108,-55.407057,SR-SI
PBM,5.45283,-55.187801,SR-PR
MOJ,5.6076,-54.4003,SR-MA
ICK,5.955435,-57.040617,SR-NI
OEM,3.346051,-55.443707,SR-SI
SMZ,4.351389,-54.418056,SR-SI
KCB,3.150000095,-55.71699905,SR-SI
AGI,5.841252,-56.673247,SR-NI
WSO,5.215277,-57.185302,SR-SI
ORG,5.811131,-55.1913,SR-PM
JSO,-3.614488,-40.231426,BR-CE
JAW,-7.586417,-40.535431,BR-PE
APQ,-9.776589,-36.628983,BR-AL
AMJ,-16.165579,-40.684024,BR-MG
AIF,-22.638601,-50.455983,BR-SP
BDC,-5.5025,-45.215833,BR-MA
BRA,-12.0789,-45.008999,BR-BA
BSS,-7.525305,-46.053364,BR-MA
BQQ,-11.0808,-43.147499,BR-BA
MXQ,-13.389444,-38.91,BR-BA
EEA,-27.634128,-50.358253,BR-SC
QCH,-19.487476,-40.579362,BR-ES
RDC,-8.031188,-49.979687,BR-PA
DTI,-18.23200035,-43.65039825,BR-MG
DIQ,-20.1807003,-44.8708992,BR-MG
JPE,-3.019798,-47.316474,BR-PA
CNV,-15.66699982,-38.95470047,BR-BA
VCC,-28.43248,-51.023322,BR-RS
SXX,-6.6413,-51.9523,BR-PA
GUZ,-20.6465,-40.491901,BR-ES
GDP,-6.782219887,-43.5821991,BR-PI
GNM,-14.2082,-42.746101,BR-BA
QGP,-8.83428,-36.4716,BR-PE
SET,-8.061433,-38.328888,BR-PE
IRE,-11.33990002,-41.84700012,BR-BA
QIG,-6.346319,-39.294448,BR-CE
QIT,-15.24450016,-40.27719879,BR-BA
IPU,-14.173538,-39.68399,BR-BA
JCM,-11.1632,-40.553101,BR-BA
JEQ,-13.8777,-40.071602,BR-BA
JMA,-20.259722,-42.183887,BR-MG
JNA,-15.4738,-44.385502,BR-MG
JDR,-21.085638,-44.225299,BR-MG
CDI,-20.834299,-41.1856,BR-ES
QCP,-6.280832767,-36.54027939,BR-RN
LHN,-19.355202,-40.07128,BR-ES
SSO,-22.0909,-45.044498,BR-MG
MTE,-1.9958,-54.0742,BR-PA
MVS,-18.048901,-39.864321,BR-BA
SBJ,-18.7213,-39.833698,BR-ES
PTQ,-1.741307,-52.236026,BR-PA
NNU,-17.823158,-40.329662,BR-MG
PSW,-20.731838,-46.662011,BR-MG
FEJ,-8.141213,-70.340821,BR-AC
ORX,-1.71408,-55.836201,BR-PA
PCS,-7.061385,-41.525871,BR-PI
POJ,-18.672673,-46.491292,BR-MG
PIV,-17.31690025,-44.86029816,BR-MG
SNQ,30.5288,-115.9462,MX-BCN
FLB,-6.84639,-43.077301,BR-PI
CHD,-13.0312,-41.444099,BR-BA
PDF,-17.296976,-39.271131,BR-BA
CAU,-8.28239,-36.0135,BR-PE
OPP,-0.696111,-47.336111,BR-PA
SFK,-0.697844,-48.519759,BR-PA
TXF,-17.524392,-39.668499,BR-BA
OBI,-1.867981,-55.514596,BR-PA
TFL,-17.8923,-41.513599,BR-MG
JPO,-7.03899,-37.251598,BR-PB
AIY,-16.851571,-42.045633,BR-MG
VAL,-13.2965,-38.992401,BR-BA
BVS,-1.63653,-50.4436,BR-PA
CMC,-2.895596,-40.859299,BR-CE
JCS,-5.21135,-40.704201,BR-CE
GGF,-1.479524,-52.578214,BR-PA
PHI,-2.477426,-45.105003,BR-MA
GMS,-2.109444,-44.651114,BR-MA
PPY,-22.2892,-45.919102,BR-MG
PYT,-17.242599,-46.883099,BR-MG
ITE,-13.731571,-39.140377,BR-BA
LKR,11.17348,48.21426,SO-SA
GUO,5.317412,45.985308,SO-GA
BXX,9.9463,43.1495,SO-WO
SOA,9.5814,105.9602,VN-SW
CAY,4.819964,-52.361326,GF-CY
GSI,4.285833,-54.373056,GF-SL
MPY,3.655907,-54.039431,GF-SL
OYP,3.8976,-51.8041,GF-CY
LDX,5.48306,-54.034401,GF-SL
REI,4.31339,-52.132745,GF-CY
XAU,3.61361,-53.204201,GF-SL
SOR,34.390394,40.15256,SY-DY
ALD,-11.65018,-69.229614,PE-MDD
AOP,-2.796129942,-76.46659851,PE-LOR
AYX,-10.7291,-73.766502,PE-UCA
MBP,-6.018889,-76.988327,PE-SAM
IBP,-11.4116,-69.488701,PE-MDD
PCL,-8.377940178,-74.57430267,PE-UCA
TDP,-3.80601,-75.039299,PE-LOR
CHM,-9.14961,-78.523804,PE-ANC
CGL,-7.797624,-77.651249,PE-LAL
TGI,-9.289667,-76.005058,PE-HUC
CIX,-6.78748,-79.828102,PE-LAM
AYP,-13.1548,-74.204399,PE-AYA
ANS,-13.70639992,-73.35040283,PE-APU
ATA,-9.347439766,-77.5983963,PE-ANC
UMI,-13.231357,-70.75145,PE-CUS
LIM,-12.0219,-77.114305,PE-LIM
UCZ,-8.467,-76.349998,PE-HUC
RIJ,-6.06786,-77.160004,PE-SAM
JAE,-5.59248,-78.774002,PE-CAJ
JJI,-7.1691,-76.7286,PE-SAM
JAU,-11.78310013,-75.4733963,PE-JUN
JUL,-15.46710014,-70.15820313,PE-PUN
SJA,-15.357508,-75.135005,PE-ICA
CJA,-7.13918,-78.489403,PE-CAJ
RIM,-6.39231,-77.501198,PE-AMA
ILQ,-17.695,-71.344002,PE-MOQ
TBP,-3.552074,-80.381086,PE-TUM
MZA,-11.3254,-74.535598,PE-JUN
YMS,-5.89377,-76.118202,PE-LOR
HUU,-9.878809929,-76.20480347,PE-HUC
SQU,-6.96003,-76.768402,PE-SAM
CHH,-6.201911,-77.856195,PE-AMA
IQT,-3.78474,-73.3088,PE-LOR
AQP,-16.34110069,-71.58309937,PE-ARE
TRU,-8.081410408,-79.1088028,PE-LAL
PIO,-13.7449,-76.220299,PE-ICA
TPP,-6.508739948,-76.37319946,PE-SAM
SYC,-11.898,-69.0625,PE-MDD
TCQ,-18.05330086,-70.27580261,PE-TAC
PEM,-12.61359978,-69.22859955,PE-MDD
PIU,-5.205749989,-80.61640167,PE-PIU
TYL,-4.57664,-81.254097,PE-PIU
NZC,-14.854,-74.961502,PE-ICA
CUZ,-13.53569984,-71.938797,PE-CUS
EAX,5.8604,-55.192,SR-PM
SRL,27.0927,-112.0985,MX-BCS
SRM,-24.0568,139.0821,AU-QLD
SRV,61.7897,-156.589005,US-AK
CZB,-28.657934,-53.610095,BR-RS
APU,-23.609099,-51.384301,BR-PR
BGV,-29.147424,-51.540791,BR-RS
BNU,-26.831661,-49.093569,BR-SC
CCI,-27.180511,-52.051755,BR-SC
CSS,-19.146861,-51.676941,BR-MS
CEL,-29.370091,-50.831729,BR-RS
CKO,-23.152711,-50.602868,BR-PR
GGH,-23.69157,-52.642091,BR-PR
ERM,-27.663614,-52.271489,BR-RS
FBE,-26.05938,-53.063827,BR-PR
GGJ,-24.0811,-54.1917,BR-PR
HRZ,-27.6383,-54.3391,BR-RS
IJU,-28.368711,-53.846568,BR-RS
ITQ,-29.171981,-56.538343,BR-RS
JCB,-27.171514,-51.553327,BR-SC
CBW,-24.009199,-52.3568,BR-PR
QDB,-30.00189972,-52.94079971,BR-RS
OAL,-11.496,-61.4508,BR-RO
LOI,-27.15999985,-49.54249954,BR-SC
ALQ,-29.811595,-55.894707,BR-RS
QGF,-29.71940041,-51.48939896,BR-RS
QHV,-29.69610023,-51.08169937,BR-RS
SQX,-26.781601,-53.503502,BR-SC
APX,-23.352636,-51.491967,BR-PR
VRZ,-21.240601,-44.963902,BR-MG
AIR,-10.187375,-59.457469,BR-MT
PNG,-25.5401,-48.5312,BR-PR
PVI,-23.089899,-52.488499,BR-PR
PBB,-19.65119934,-51.19940186,BR-MS
SQY,-31.38330078,-52.03279877,BR-RS
SSS,-5.5965,147.8106,PG-MPL
JBS,-28.6549,-56.034599,BR-RS
CSU,-29.684099,-52.412201,BR-RS
UMU,-23.7987,-53.313801,BR-PR
ZFU,-23.4086113,-46.33055496,BR-SP
UVI,-26.233224,-51.066754,BR-PR
VIA,-26.999701,-51.141899,BR-SC
BMS,-14.2554,-41.817501,BR-BA
AXE,-26.875067,-52.372862,BR-SC
SRA,-27.90658,-54.520628,BR-RS
ATI,-30.4007,-56.5079,UY-AR
BUV,-30.319807,-57.558823,UY-AR
CYR,-34.456402,-57.770599,UY-CO
DZO,-33.358898,-56.499199,UY-DU
PDP,-34.855099,-55.094299,UY-MA
MLZ,-32.337898,-54.216702,UY-CL
MVD,-34.835647,-56.026497,UY-CA
PDU,-32.3633,-58.061901,UY-PA
RVY,-30.9746,-55.4762,UY-RV
STY,-31.438499,-57.985298,UY-SA
TAW,-31.749001,-55.925801,UY-TA
TYT,-33.195714,-54.347246,UY-TT
VCH,-31.739166,-54.587776,UY-RV
AGV,9.553375,-69.237869,VE-P
AAO,9.430225,-64.470726,VE-B
LPJ,6.577504,-66.816564,VE-F
BLA,10.111111,-64.692222,VE-B
BNS,8.615,-70.214167,VE-E
BRM,10.042747,-69.35862,VE-K
MYC,10.249978,-67.649422,VE-D
CBL,8.122161,-63.536957,VE-F
CXA,7.62551,-66.162804,VE-F
CUV,8.75814,-72.536301,VE-V
CLZ,8.924656,-67.417091,VE-J
CAJ,6.231989,-62.85485,VE-F
CUP,10.660014,-63.261681,VE-R
CZE,11.414944,-69.680901,VE-I
CUM,10.450333,-64.13047,VE-R
PPZ,6.220095,-67.447508,VE-C
EOR,6.71573,-61.638786,VE-F
EOZ,7.059677,-69.4967,VE-C
GDO,7.210834,-70.756386,VE-C
GUI,10.57407761,-62.31266785,VE-R
GUQ,9.026944,-69.75515,VE-P
HGE,10.462474,-66.092779,VE-M
ICA,4.338137,-61.738661,VE-F
ICC,10.794432,-63.98159,VE-O
LSP,11.780775,-70.151497,VE-I
KAV,5.593056,-61.763333,VE-F
KTV,5.7171,-62.33727,VE-F
LFR,8.239167,-72.271027,VE-S
MAR,10.55820847,-71.7278595,VE-V
MRD,8.582078,-71.161041,VE-L
PMV,10.91260338,-63.96659851,VE-O
CCS,10.601194,-66.991222,VE-X
MUN,9.749023,-63.153348,VE-N
CBS,10.3307,-71.322502,VE-V
PYH,5.61999,-67.606102,VE-Z
PBL,10.4805,-68.072998,VE-G
PDZ,9.978672,-62.231318,VE-Y
PPH,4.600362,-61.49816,VE-F
SCI,7.80132,-72.202904,VE-S
PZO,8.28853,-62.760399,VE-F
PTM,7.575479,-70.174435,VE-C
LRV,11.946935,-66.668333,VE-W
SVS,66.016727,-149.056835,US-AK
SVZ,7.840809,-72.439878,VE-S
SBB,7.803514,-71.165718,VE-E
SNV,4.554699,-61.145234,VE-F
STD,7.56538,-72.035103,VE-S
SNF,10.2787,-68.755203,VE-U
SFD,7.88332,-67.444,VE-C
SOM,8.945146561,-64.1510849,VE-B
STB,8.97455,-71.943253,VE-V
TUV,9.088994,-62.094173,VE-Y
TMO,7.24938,-61.52893,VE-F
URM,5.358118,-62.671625,VE-F
WOK,4.984002,-61.730102,VE-F
VLN,10.14973259,-67.92839813,VE-G
VIG,8.624139,-71.672668,VE-L
VLV,9.340478,-70.584061,VE-T
VDP,9.222027779,-65.99358368,VE-J
BAZ,-0.981191,-62.918603,BR-AM
JSB,-4.042841,-40.893813,BR-CE
LCB,-15.1934,-59.3848,BR-MT
RBB,-4.40634,-59.602402,BR-AM
CAF,-4.871473,-66.897552,BR-AM
CQS,-12.4211,-64.251602,BR-RO
DMT,-14.3769,-56.400398,BR-MT
DNO,-11.5954,-46.846699,BR-TO
ERN,-6.639533,-69.879709,BR-AM
CQA,-13.574444,-52.270557,BR-MT
SXO,-11.6324,-50.689602,BR-MT
GRP,-11.7396,-49.132198,BR-TO
AUX,-7.22787,-48.240501,BR-TO
GGB,-14.019959,-52.152003,BR-MT
HUW,-7.532120228,-63.07210159,BR-AM
IPG,-2.940141,-69.694264,BR-AM
IDO,-11.57229996,-50.66619873,BR-TO
JIA,-11.419444,-58.701668,BR-MT
JTI,-17.82990074,-51.77299881,BR-GO
CCX,-16.0436,-57.629902,BR-MT
CIZ,-4.13406,-63.132599,BR-AM
NSR,-9.083392,-42.644656,BR-PI
TLZ,-18.216801,-47.8997,BR-GO
LBR,-7.27897,-64.769501,BR-AM
RVD,-17.834723,-50.956112,BR-GO
MBZ,-3.37217,-57.7248,BR-AM
NVP,-5.11803,-60.364899,BR-AM
BCR,-8.83456,-67.312401,BR-AM
NQL,-14.434869,-48.491615,BR-GO
APS,-16.363575,-48.9288,BR-GO
FBA,-2.53260994,-66.08319855,BR-AM
PIN,-2.673521,-56.777625,BR-AM
PBQ,-11.6416,-61.1791,BR-RO
PBX,-10.85935,-51.688152,BR-MT
IRZ,-0.378604,-64.992558,BR-AM
TGQ,-14.662,-57.443744,BR-MT
AZL,-13.465528,-58.866935,BR-MT
SQM,-13.3313,-50.197601,BR-GO
VLP,-9.981057,-51.140358,BR-MT
MBK,-10.170368,-54.953964,BR-MT
NOK,-14.697778,-52.347246,BR-MT
IUP,-7.172773,-59.8396,BR-AM
ITI,-18.147591,-41.715044,BR-MG
SXP,62.520599,-164.848006,US-AK
AHL,2.47403,-59.320786,GY-UT
NAI,3.95944,-59.124199,GY-UT
SYB,58.373291,-152.201797,US-AK
BMJ,7.370120049,-60.48799896,GY-BA
GFO,6.358864,-58.655207,GY-CU
GEO,6.49855,-58.254101,GY-DE
SYF,49.151,-123.698,CA-BC
OGL,6.80628,-58.1059,GY-DE
IMB,5.70811,-60.294201,GY-CU
KAI,5.177349,-59.48898,GY-PT
KAR,5.86534,-60.614201,GY-CU
KRM,3.752572,-59.30902,GY-UT
KRG,4.03005,-59.54749,GY-UT
KTO,4.64916,-59.832199,GY-PT
KKG,5.2684,-58.995,GY-PT
SYL,35.814999,-120.744003,US-CA
LUB,2.393929958,-59.44100189,GY-UT
LTM,3.37276,-59.789398,GY-UT
USI,8.20017,-59.777965,GY-BA
MHA,5.272845,-59.149296,GY-PT
VEG,4.898172,-59.817027,GY-PT
MYM,4.452267,-59.603126,GY-PT
MWJ,7.487736,-60.185237,GY-BA
QSX,6.244324,-57.474172,GY-EB
ORJ,4.72527,-60.035,GY-PT
PKM,7.7424,-59.8819,GY-BA
PIQ,5.356667,-60.381,GY-PM
PMT,4.699587,-59.713841,GY-PT
PRR,5.81724,-61.055489,GY-CU
SDC,2.9913,-59.51,GY-UT
SKM,5.8599,-57.14894,GY-EB
ANU,17.1367,-61.792702,AG-03
BBQ,17.635799,-61.828602,AG-10
BGI,13.0746,-59.4925,BB-01
TBV,8.3027,171.1615,MH-AUR
TCT,62.993206,-156.029026,US-AK
DCF,15.336693,-61.392108,DM-10
DOM,15.547,-61.299999,DM-02
DSD,16.296902,-61.0844,GP-U-A
BBR,16.013648,-61.742928,GP-U-A
SFC,16.257799,-61.262501,GP-U-A
FDF,14.591,-61.003201,MQ-U-A
SFG,18.100057,-63.047444,MF-U-A
SBH,17.9044,-62.843601,BL-U-A
GBJ,15.868925,-61.270087,GP-U-A
PTP,16.265301,-61.531799,GP-U-A
LSS,15.86439991,-61.58060074,GP-U-A
GND,12.0042,-61.786201,GD-GE
CRU,12.4761,-61.472801,GD-PA
THW,8.56,81.22,LK-5
STT,18.337091,-64.977251,VI-ST
STX,17.701413,-64.802608,VI-SC
ARE,18.45085,-66.675768,PR-U-A
BQN,18.4949,-67.129402,PR-U-A
TJC,9.4185,-78.4896,PA-GY
CPX,18.312954,-65.303893,PR-U-A
SIG,18.45680046,-66.09809875,PR-U-A
MAZ,18.25569916,-67.14849854,PR-U-A
PSE,18.00830078,-66.56300354,PR-U-A
NRR,18.2453,-65.643402,PR-U-A
SJU,18.4394,-66.001801,PR-U-A
VQS,18.1348,-65.493599,PR-U-A
TKE,57.779701,-135.218002,US-AK
TKL,58.48970032,-133.9429932,US-AK
SKB,17.31119919,-62.71870041,KN-U-A
NEV,17.20569992,-62.58990097,KN-U-A
SLU,14.0202,-60.992901,LC-02
UVF,13.7332,-60.952599,LC-11
TLT,61.086973,-160.922842,US-AK
AUA,12.5014,-70.015198,AW-U-A
BON,12.131,-68.268501,BQ-BO
CUR,12.1889,-68.959801,CW-U-A
EUX,17.4965,-62.979401,BQ-SE
SXM,18.041,-63.108898,SX-U-A
SAB,17.645351,-63.220571,BQ-SA
TOK,-6.2015,155.063,PG-NSB
TOV,18.45,-64.583333,VG-U-A
TPT,6.4948,-8.873,LR-NI
AXA,18.204773,-63.05383,AI-U-A
XXX,36.913289,31.083723,TR-07
MNI,16.791401,-62.193298,MS-SP
TSG,63.37440109,-143.3359985,US-AK
TSI,-6.8498,146.3554,PG-MPL
TAB,11.1497,-60.832199,TT-TOB
POS,10.5954,-61.3372,TT-TUP
TTW,6.2876,81.2906,LK-3
TUJ,6.26,35.5184,ET-SW
NGD,18.727734,-64.32852,VG-U-A
EIS,18.445492,-64.541707,VG-U-A
VIJ,18.446634,-64.427932,VG-U-A
SVD,13.156695,-61.149945,VC-04
BQU,12.9884,-61.262001,VC-06
CIW,12.699,-61.3424,VC-06
MQS,12.8879,-61.180199,VC-06
UNI,12.600135,-61.411945,VC-06
TWC,39.886663,79.233408,CN-65
TWH,33.43222222,-118.5086111,US-CA
BDA,32.363998,-64.678703,BM-U-A
TYE,61.076556,-151.131363,US-AK
GIT,-2.813667,32.172472,TZ-31
TZO,-18.345064,45.015643,MG-U
DBS,44.162057,-112.220581,US-ID
MXR,49.932,33.641,UA-53
KHU,49.136799,33.477893,UA-53
KCP,48.695631,26.609471,UA-68
ALA,43.354267,77.042828,KZ-ALA
BXH,46.894246,75.004533,KZ-KAR
USJ,46.190767,80.830922,KZ-JET
BXJ,43.352052,76.883039,KZ-ALM
TDK,45.12255,78.442758,KZ-JET
NQZ,51.027035,71.467094,KZ-AST
KOV,53.329102,69.594597,KZ-AKM
PPK,54.774702,69.183273,KZ-SEV
DMB,42.85359955,71.3035965,KZ-ZHA
BSZ,43.061298,74.4776,KG-C
OSS,40.609001,72.793297,KG-O
IKG,42.508099,78.407799,KG-Y
CIT,42.36420059,69.47889709,KZ-YUZ
HSA,43.313126,68.549881,KZ-YUZ
DZN,47.708953,67.738094,KZ-ULY
KGF,49.670799,73.334396,KZ-KAR
BXY,45.621994,63.210773,KZ-BAY
KZO,44.706902,65.592499,KZ-KZY
URA,51.1507988,51.54309845,KZ-ZAP
EKB,51.5909996,75.21499634,KZ-PAV
UKK,50.036571,82.493477,KZ-VOS
PWQ,52.19499969,77.07389832,KZ-PAV
PLX,50.351295,80.234398,KZ-ABA
SZI,47.487491,84.887675,KZ-VOS
SCO,43.860093,51.09086,KZ-MAN
GUW,47.122559,51.819321,KZ-ATY
AKX,50.2458,57.206699,KZ-AKT
AYK,50.3185997,66.95279694,KZ-KUS
KSN,53.20690155,63.5503006,KZ-KUS
GYD,40.46749878,50.04669952,AZ-BA
FZL,39.594578,47.196128,AZ-FUZ
GNJ,40.738935,46.320067,AZ-GA
LLK,38.757919,48.807042,AZ-LA
NAJ,39.18880081,45.45840073,AZ-NX
GBB,40.808617,47.725389,AZ-QAB
ZTU,41.557823,46.669464,AZ-ZAQ
ZZE,39.11443,46.74392,AZ-ZAN
YLV,40.631901,47.141899,AZ-YE
IKU,42.585584,76.701181,KG-Y
LWN,40.750401,43.859299,AM-SH
EVN,40.14730072,44.39590073,AM-ER
BQJ,67.648003,134.695007,RU-SA
SUK,67.792,130.394,RU-SA
UKG,70.011002,135.645004,RU-SA
TLK,59.876389,111.044444,RU-SA
ADH,58.60279846,125.4089966,RU-SA
YKS,62.09329987,129.7709961,RU-SA
NER,56.91389847,124.9140015,RU-SA
MQJ,66.450861,143.261551,RU-SA
KDY,62.78900146,136.8549957,RU-SA
GYG,62.103484,129.545288,RU-SA
OLZ,60.401833,120.476094,RU-SA
USR,64.550003,143.115005,RU-SA
UMS,60.35699844,134.4349976,RU-SA
VHV,63.4580574,120.269165,RU-SA
NYR,63.296703,118.341953,RU-SA
SUY,62.18500137,117.6350021,RU-SA
VYI,63.756668,121.693336,RU-SA
ULK,60.72060013,114.8259964,RU-SA
ONK,68.514999,112.480003,RU-SA
PYJ,66.400398,112.029999,RU-SA
MJZ,62.53469849,114.0390015,RU-SA
SYS,71.927902,114.080002,RU-SA
BGN,68.556227,146.22784,RU-SA
SEK,67.4805,153.7364,RU-SA
CKH,70.6231,147.901993,RU-SA
CYX,68.74060059,161.3379974,RU-SA
IKS,71.6977005,128.9029999,RU-SA
ZKP,65.7485,150.8889,RU-SA
ZIX,66.79650116,123.3610001,RU-SA
KXO,-1.2837,29.7197,UG-W
KHX,-0.7165,29.6997,UG-W
OYG,3.6444,31.762762,UG-N
UGB,57.424052,-157.74479,US-AK
KUT,42.176768,42.482393,GE-IM
BUS,41.610298,41.599701,GE-AJ
SUI,42.8582,41.128101,GE-AB
TBS,41.669201,44.9547,GE-TB
BQS,50.42539978,127.4120026,RU-AMU
EYA,53.687023,127.090972,RU-AMU
TYD,55.284936,124.77901,RU-AMU
KHV,48.528338,135.188588,RU-KHA
KXK,50.4090004,136.9340057,RU-KHA
GVN,48.925067,140.035348,RU-KHA
DYR,64.734902,177.740997,RU-CHU
PVS,64.37809753,-173.2429962,RU-CHU
KPW,67.845001,166.139999,RU-CHU
GDX,59.9109993,150.7200012,RU-MAG
KVM,64.665446,170.417626,RU-CHU
PWE,69.783302,170.597,RU-CHU
SWV,61.921786,159.229059,RU-MAG
BQG,52.381041,140.449378,RU-KHA
NLI,53.154999,140.649994,RU-KHA
OHO,59.410065,143.056503,RU-KHA
PKC,53.16764,158.451863,RU-KAM
BVV,44.919998,147.621994,RU-SAK
